,pid,user,date
530,107738817,adriaanm,2017-02-23T23:46:51Z
531,107727427,SethTisue,2017-02-23T22:27:42Z
532,107696687,szeiger,2017-02-23T19:37:21Z
533,107639220,szeiger,2017-02-23T14:48:42Z
534,107622802,retronym,2017-02-23T13:20:41Z
535,107608048,janekdb,2017-02-23T11:44:33Z
536,107570214,adriaanm,2017-02-23T07:34:43Z
537,107537054,adriaanm,2017-02-23T01:27:29Z
538,107494105,Philippus,2017-02-22T20:44:39Z
539,107310146,som-snytt,2017-02-22T00:29:34Z
540,107266342,adriaanm,2017-02-21T19:57:45Z
541,107184640,shimib,2017-02-21T13:10:02Z
542,107064711,jvican,2017-02-20T19:27:08Z
543,107030358,dragos,2017-02-20T15:41:03Z
544,106991502,retronym,2017-02-20T11:56:22Z
545,106941926,rjkmurray,2017-02-20T05:28:33Z
546,106920110,sjrd,2017-02-19T22:33:53Z
547,106888557,retronym,2017-02-19T04:50:45Z
548,106838111,SethTisue,2017-02-18T00:39:37Z
549,106838076,som-snytt,2017-02-18T00:39:09Z
550,106824519,adriaanm,2017-02-17T22:29:19Z
551,106803515,janekdb,2017-02-17T20:10:20Z
552,106763319,dragos,2017-02-17T16:15:21Z
553,106759714,janekdb,2017-02-17T15:57:17Z
554,106665853,SethTisue,2017-02-17T04:16:53Z
555,106653321,retronym,2017-02-17T01:51:26Z
556,106647184,SethTisue,2017-02-17T00:52:14Z
557,106631169,adriaanm,2017-02-16T22:45:23Z
558,106615494,szeiger,2017-02-16T21:15:13Z
559,106515532,retronym,2017-02-16T12:30:35Z
560,106432525,retronym,2017-02-16T00:45:00Z
561,106416254,SethTisue,2017-02-15T22:43:16Z
562,106372920,som-snytt,2017-02-15T18:40:49Z
563,106290105,janekdb,2017-02-15T11:20:18Z
564,106289910,janekdb,2017-02-15T11:19:09Z
565,106234170,SethTisue,2017-02-15T02:48:41Z
566,106224553,retronym,2017-02-15T00:59:43Z
567,106180268,SethTisue,2017-02-14T19:56:59Z
568,106172780,szeiger,2017-02-14T19:17:07Z
569,106130856,som-snytt,2017-02-14T15:43:36Z
570,106008900,SethTisue,2017-02-14T00:19:55Z
571,106000703,SethTisue,2017-02-13T23:15:19Z
572,105865996,janekdb,2017-02-13T10:32:25Z
573,105863558,markusjura,2017-02-13T10:17:10Z
574,105860771,lrytz,2017-02-13T10:00:13Z
575,105832167,som-snytt,2017-02-13T05:35:47Z
576,105829568,retronym,2017-02-13T04:57:29Z
577,105825773,ashawley,2017-02-13T03:56:19Z
578,105628489,Philippus,2017-02-10T13:32:09Z
579,105527130,retronym,2017-02-09T22:27:15Z
580,105466429,propensive,2017-02-09T16:46:12Z
581,105420821,Kwestor,2017-02-09T12:50:37Z
582,105341433,SethTisue,2017-02-09T01:13:36Z
583,105330833,SethTisue,2017-02-08T23:40:52Z
584,105193696,Philippus,2017-02-08T11:02:29Z
585,105173257,Philippus,2017-02-08T08:59:40Z
586,105130528,SethTisue,2017-02-08T01:18:19Z
587,105063693,som-snytt,2017-02-07T18:20:27Z
588,104942125,benhutchison,2017-02-07T06:01:42Z
589,104917156,adriaanm,2017-02-07T01:11:31Z
590,104721893,som-snytt,2017-02-06T00:02:46Z
591,104679101,piyush-jaiswal,2017-02-04T22:52:14Z
592,104656720,Philippus,2017-02-04T10:13:18Z
593,104433952,retronym,2017-02-02T22:06:55Z
594,104429131,rorygraves,2017-02-02T21:39:36Z
595,104420168,retronym,2017-02-02T20:45:53Z
596,104189837,rorygraves,2017-02-01T18:05:39Z
597,104088368,dwijnand,2017-02-01T07:44:54Z
598,104086302,dwijnand,2017-02-01T07:21:02Z
599,103914074,som-snytt,2017-01-31T11:09:36Z
600,103825632,Philippus,2017-01-30T21:37:20Z
601,103638684,som-snytt,2017-01-29T08:01:20Z
602,103621501,adriaanm,2017-01-28T19:21:54Z
603,103514292,gourlaysama,2017-01-27T15:43:09Z
604,103232769,teldosas,2017-01-26T00:22:33Z
605,103036966,SethTisue,2017-01-25T01:02:28Z
606,102980157,som-snytt,2017-01-24T18:51:19Z
607,102913707,retronym,2017-01-24T13:02:15Z
608,102868478,retronym,2017-01-24T07:52:25Z
609,102676450,som-snytt,2017-01-23T08:41:38Z
610,102634710,ghost,2017-01-22T20:39:12Z
611,102363756,som-snytt,2017-01-19T22:38:24Z
612,102352307,retronym,2017-01-19T21:29:10Z
613,102132199,mkeskells,2017-01-18T19:24:57Z
614,102131812,mkeskells,2017-01-18T19:22:38Z
615,102131235,mkeskells,2017-01-18T19:19:38Z
616,102130062,mkeskells,2017-01-18T19:12:45Z
617,102091135,milessabin,2017-01-18T15:46:11Z
618,101826129,som-snytt,2017-01-17T09:35:39Z
619,101813874,som-snytt,2017-01-17T08:03:13Z
620,101809532,som-snytt,2017-01-17T07:23:42Z
621,101669835,sjrd,2017-01-16T11:04:12Z
622,101650499,xuwei-k,2017-01-16T08:58:29Z
623,101645582,som-snytt,2017-01-16T08:15:35Z
624,101608469,janekdb,2017-01-15T20:22:36Z
625,101491924,jvican,2017-01-13T18:17:33Z
626,101196283,jasonxh,2017-01-12T04:50:50Z
627,100818792,som-snytt,2017-01-10T06:41:59Z
628,100818727,som-snytt,2017-01-10T06:41:18Z
629,100806559,ichaki5748,2017-01-10T03:48:30Z
630,100792684,adriaanm,2017-01-10T01:01:54Z
631,100790324,adriaanm,2017-01-10T00:37:58Z
632,100787934,adriaanm,2017-01-10T00:14:32Z
633,100787929,adriaanm,2017-01-10T00:14:30Z
634,100787925,adriaanm,2017-01-10T00:14:28Z
635,100787922,adriaanm,2017-01-10T00:14:25Z
636,100783404,adriaanm,2017-01-09T23:35:45Z
637,100564236,som-snytt,2017-01-07T09:43:22Z
638,100355909,martijnhoekstra,2017-01-05T20:13:38Z
639,100318089,rovarga,2017-01-05T16:18:32Z
640,100179333,adriaanm,2017-01-04T20:04:48Z
641,100097064,gourlaysama,2017-01-04T11:02:32Z
642,99942820,Jasper-M,2017-01-03T11:46:03Z
643,99896667,johnynek,2017-01-02T22:42:51Z
644,99814435,edmundnoble,2016-12-31T23:11:09Z
645,99777973,som-snytt,2016-12-30T19:39:34Z
646,99722380,adamvoss,2016-12-30T04:53:02Z
647,99674403,martijnhoekstra,2016-12-29T16:35:59Z
648,99520963,monkey-mas,2016-12-28T08:17:28Z
649,99467882,sellout,2016-12-27T17:42:58Z
650,99351656,monkey-mas,2016-12-26T08:44:48Z
651,99307777,monkey-mas,2016-12-24T17:21:07Z
652,99196429,retronym,2016-12-23T02:22:08Z
653,99188587,adriaanm,2016-12-23T00:06:21Z
654,99031442,adriaanm,2016-12-22T00:54:56Z
655,98966056,fhalde,2016-12-21T16:44:06Z
656,98930185,dwijnand,2016-12-21T13:11:41Z
657,98694177,ashawley,2016-12-20T06:36:19Z
658,98680247,retronym,2016-12-20T03:20:43Z
659,98663091,adriaanm,2016-12-20T00:00:46Z
660,98640394,lrytz,2016-12-19T21:11:00Z
661,98486809,szeiger,2016-12-18T20:47:03Z
662,98451840,sjrd,2016-12-17T18:37:42Z
663,98383400,szeiger,2016-12-16T18:44:06Z
664,97858258,retronym,2016-12-13T23:31:21Z
665,97733901,szeiger,2016-12-13T11:38:20Z
666,97720387,paplorinc,2016-12-13T10:11:38Z
667,97717221,lrytz,2016-12-13T09:52:07Z
668,97667865,retronym,2016-12-13T01:05:15Z
669,97653860,jodersky,2016-12-12T23:08:52Z
670,97548708,Arneball,2016-12-12T13:01:12Z
671,97534207,monkey-mas,2016-12-12T11:13:16Z
672,97488861,retronym,2016-12-12T03:12:30Z
673,97475604,ashawley,2016-12-11T22:22:19Z
674,97458263,fommil,2016-12-11T13:02:57Z
675,97457667,xuwei-k,2016-12-11T12:37:02Z
676,97125688,2m,2016-12-08T13:53:23Z
677,97050324,ghost,2016-12-08T02:54:33Z
678,97028324,retronym,2016-12-07T23:17:44Z
679,96936613,lrytz,2016-12-07T14:45:59Z
680,96900472,2m,2016-12-07T10:54:54Z
681,96879369,som-snytt,2016-12-07T08:37:29Z
682,96841076,xuwei-k,2016-12-07T01:20:07Z
683,96710446,lrytz,2016-12-06T11:55:21Z
684,96625001,SethTisue,2016-12-05T22:43:46Z
685,96614088,SethTisue,2016-12-05T21:37:46Z
686,96588227,SethTisue,2016-12-05T18:59:30Z
687,96458570,edmundnoble,2016-12-05T01:55:32Z
688,96444277,SethTisue,2016-12-04T20:01:30Z
689,96418834,sbromberger,2016-12-04T02:28:08Z
690,96388504,sbromberger,2016-12-03T06:18:42Z
691,96279254,gzm0,2016-12-02T13:26:32Z
692,96278990,ptrcarta,2016-12-02T13:24:33Z
693,96208182,adriaanm,2016-12-02T02:01:39Z
694,96163955,SethTisue,2016-12-01T20:27:13Z
695,95989312,SethTisue,2016-11-30T22:42:02Z
696,95980697,adriaanm,2016-11-30T21:48:41Z
697,95903390,paplorinc,2016-11-30T14:40:42Z
698,95870591,retronym,2016-11-30T11:06:11Z
699,95863866,paplorinc,2016-11-30T10:22:42Z
700,95863080,paplorinc,2016-11-30T10:17:40Z
701,95862156,paplorinc,2016-11-30T10:11:59Z
702,95861269,paplorinc,2016-11-30T10:06:40Z
703,95691412,lrytz,2016-11-29T13:25:06Z
704,95626056,retronym,2016-11-29T04:48:36Z
705,95619053,retronym,2016-11-29T03:11:57Z
706,95618897,retronym,2016-11-29T03:09:59Z
707,95558357,szeiger,2016-11-28T19:08:04Z
708,95503417,larsrh,2016-11-28T14:00:37Z
709,95340778,dragos,2016-11-25T19:07:18Z
710,95167002,dragos,2016-11-24T12:06:25Z
711,95147268,som-snytt,2016-11-24T09:57:12Z
712,94947398,retronym,2016-11-23T05:33:39Z
713,94793795,retronym,2016-11-22T11:15:51Z
714,94685056,timvw,2016-11-21T19:56:26Z
715,94666261,alexeyr,2016-11-21T18:03:52Z
716,94611343,retronym,2016-11-21T13:04:41Z
717,94610039,szeiger,2016-11-21T12:55:54Z
718,94531563,janekdb,2016-11-20T20:42:35Z
719,94475650,rovarga,2016-11-19T08:43:34Z
720,94473178,som-snytt,2016-11-19T06:47:20Z
721,94389446,paplorinc,2016-11-18T16:11:27Z
722,94319270,retronym,2016-11-18T08:13:33Z
723,94312093,retronym,2016-11-18T06:58:24Z
724,94309663,retronym,2016-11-18T06:30:06Z
725,94305514,retronym,2016-11-18T05:37:06Z
726,94303206,retronym,2016-11-18T05:01:30Z
727,94253949,som-snytt,2016-11-17T21:25:47Z
728,94226702,mandubian,2016-11-17T18:49:25Z
729,94189995,paplorinc,2016-11-17T15:34:06Z
730,94120525,retronym,2016-11-17T08:17:26Z
731,94076577,som-snytt,2016-11-17T00:01:16Z
732,93939464,lrytz,2016-11-16T10:32:22Z
733,93919004,som-snytt,2016-11-16T08:10:41Z
734,93909137,retronym,2016-11-16T06:34:07Z
735,93874317,tabdulradi,2016-11-15T23:55:05Z
736,93872788,dwijnand,2016-11-15T23:42:23Z
737,93775790,lrytz,2016-11-15T14:31:44Z
738,93634406,paplorinc,2016-11-14T19:47:07Z
739,93489663,som-snytt,2016-11-13T22:23:58Z
740,93470124,0xmohit,2016-11-13T11:33:41Z
741,93465196,som-snytt,2016-11-13T07:39:26Z
742,93465166,som-snytt,2016-11-13T07:37:56Z
743,93454000,ruippeixotog,2016-11-12T22:18:42Z
744,93452138,ruippeixotog,2016-11-12T21:11:26Z
745,93445328,soc,2016-11-12T17:21:25Z
746,93444157,soc,2016-11-12T16:40:31Z
747,93443506,soc,2016-11-12T16:17:08Z
748,93097437,som-snytt,2016-11-10T07:03:34Z
749,93023623,SethTisue,2016-11-09T19:28:09Z
750,92922879,Ichoran,2016-11-09T08:40:40Z
751,92879715,soc,2016-11-08T23:22:27Z
752,92878932,soc,2016-11-08T23:16:14Z
753,92878652,SethTisue,2016-11-08T23:13:56Z
754,92835410,szeiger,2016-11-08T18:42:57Z
755,92831871,SethTisue,2016-11-08T18:20:54Z
756,92757480,retronym,2016-11-08T11:08:35Z
757,92757277,lrytz,2016-11-08T11:07:21Z
758,92756934,retronym,2016-11-08T11:05:11Z
759,92729928,viktorklang,2016-11-08T07:49:57Z
760,92713556,retronym,2016-11-08T04:30:36Z
761,92690617,soc,2016-11-08T00:04:55Z
762,92533441,retronym,2016-11-07T07:08:26Z
763,92508970,dsbos,2016-11-07T00:02:29Z
764,92470151,dsbos,2016-11-05T22:49:18Z
765,92397182,SethTisue,2016-11-04T18:57:47Z
766,92361564,esarbe,2016-11-04T15:31:06Z
767,92291623,xuwei-k,2016-11-04T06:51:05Z
768,92147956,esarbe,2016-11-03T12:58:15Z
769,91985964,szeiger,2016-11-02T14:56:16Z
770,91838818,adriaanm,2016-11-01T18:36:09Z
771,91824156,adriaanm,2016-11-01T17:14:19Z
772,91769563,janekdb,2016-11-01T11:40:59Z
773,91721417,thefourtheye,2016-11-01T01:45:38Z
774,91720705,thefourtheye,2016-11-01T01:36:36Z
775,91633963,SethTisue,2016-10-31T15:47:42Z
776,91532667,slothspot,2016-10-30T19:22:30Z
777,91530499,slothspot,2016-10-30T18:19:35Z
778,91423591,SethTisue,2016-10-28T17:52:51Z
779,91394425,lrytz,2016-10-28T14:45:02Z
780,91276975,som-snytt,2016-10-27T20:43:31Z
781,91106550,retronym,2016-10-26T23:13:20Z
782,91065928,lrytz,2016-10-26T18:56:26Z
783,91065113,som-snytt,2016-10-26T18:51:53Z
784,91055848,SethTisue,2016-10-26T17:59:16Z
785,90875595,lrytz,2016-10-25T19:31:15Z
786,90808284,dragos,2016-10-25T13:31:59Z
787,90668495,adriaanm,2016-10-24T18:39:36Z
788,90491046,fommil,2016-10-22T18:34:23Z
789,90477818,AlexeyIvanov8,2016-10-22T10:31:22Z
790,90363169,retronym,2016-10-21T10:54:18Z
791,90298901,SethTisue,2016-10-20T23:22:01Z
792,90175772,ollie314,2016-10-20T10:47:45Z
793,90151266,VEINHORN,2016-10-20T08:08:19Z
794,90115797,adriaanm,2016-10-20T00:40:05Z
795,90114443,adriaanm,2016-10-20T00:22:52Z
796,90114152,SethTisue,2016-10-20T00:19:05Z
797,90079510,som-snytt,2016-10-19T19:58:45Z
798,90000104,dragos,2016-10-19T12:34:50Z
799,89921450,adriaanm,2016-10-19T00:11:21Z
800,89912149,retronym,2016-10-18T22:40:44Z
801,89869293,adriaanm,2016-10-18T18:10:44Z
802,89787631,retronym,2016-10-18T10:29:43Z
803,89577891,jgreen-zynga,2016-10-17T08:11:37Z
804,89507102,som-snytt,2016-10-15T21:25:48Z
805,89504328,mslinn,2016-10-15T19:48:32Z
806,89324444,retronym,2016-10-14T04:53:40Z
807,89129630,retronym,2016-10-13T03:08:11Z
808,89111215,adriaanm,2016-10-12T23:14:39Z
809,89084079,coryfklein,2016-10-12T20:06:11Z
810,88956230,som-snytt,2016-10-12T05:36:36Z
811,88955978,som-snytt,2016-10-12T05:33:07Z
812,88584086,lrytz,2016-10-09T15:30:24Z
813,88564188,lifuhuang,2016-10-09T01:03:05Z
814,88532157,adriaanm,2016-10-08T03:33:18Z
815,88531426,som-snytt,2016-10-08T03:02:53Z
816,88467403,Atry,2016-10-07T16:19:17Z
817,88464843,Atry,2016-10-07T16:02:54Z
818,88417815,Atry,2016-10-07T10:52:11Z
819,88355641,retronym,2016-10-06T22:53:31Z
820,88354813,retronym,2016-10-06T22:46:19Z
821,88119653,SethTisue,2016-10-05T17:15:58Z
822,87943102,adriaanm,2016-10-04T17:56:52Z
823,87750152,dsbos,2016-10-03T16:45:56Z
824,87619751,som-snytt,2016-10-02T00:04:23Z
825,87525678,som-snytt,2016-09-30T16:31:49Z
826,87414246,SethTisue,2016-09-29T23:51:20Z
827,87404908,SethTisue,2016-09-29T22:21:49Z
828,87329163,m2rtin,2016-09-29T14:52:48Z
829,87321005,monkey-mas,2016-09-29T14:11:50Z
830,87275722,retronym,2016-09-29T09:25:28Z
831,87243488,SethTisue,2016-09-29T04:10:56Z
832,87226958,dwijnand,2016-09-29T00:33:45Z
833,87217334,SethTisue,2016-09-28T22:56:03Z
834,87166039,adriaanm,2016-09-28T17:39:44Z
835,87128696,lrytz,2016-09-28T14:15:49Z
836,87120118,retronym,2016-09-28T13:30:56Z
837,87053557,retronym,2016-09-28T04:36:46Z
838,87025161,adriaanm,2016-09-27T22:35:47Z
839,86978389,som-snytt,2016-09-27T17:46:44Z
840,86922808,milessabin,2016-09-27T12:48:33Z
841,86870071,lrytz,2016-09-27T06:39:58Z
842,86860579,retronym,2016-09-27T04:28:40Z
843,86823357,som-snytt,2016-09-26T21:34:20Z
844,86810672,SethTisue,2016-09-26T20:14:54Z
845,86724429,retronym,2016-09-26T11:24:27Z
846,86723194,retronym,2016-09-26T11:14:25Z
847,86667798,retronym,2016-09-26T00:16:02Z
848,86621665,SethTisue,2016-09-24T15:52:08Z
849,86333175,lrytz,2016-09-22T13:04:49Z
850,86329137,szeiger,2016-09-22T12:37:51Z
851,86187345,szeiger,2016-09-21T15:35:08Z
852,86086390,retronym,2016-09-21T02:02:52Z
853,85983575,gourlaysama,2016-09-20T14:13:06Z
854,85911293,SethTisue,2016-09-20T05:01:23Z
855,85864369,SethTisue,2016-09-19T20:34:38Z
856,85828443,szeiger,2016-09-19T16:43:41Z
857,85700850,som-snytt,2016-09-18T07:34:01Z
858,85680067,dsbos,2016-09-17T17:04:19Z
859,85631683,paulkernfeld,2016-09-16T20:03:17Z
860,85623996,rjolly,2016-09-16T19:06:16Z
861,85346944,retronym,2016-09-15T05:24:29Z
862,85307067,som-snytt,2016-09-14T21:18:39Z
863,85249009,VladUreche,2016-09-14T15:23:46Z
864,85247490,sjrd,2016-09-14T15:15:38Z
865,85233010,szeiger,2016-09-14T14:00:13Z
866,85165658,retronym,2016-09-14T04:36:19Z
867,84983212,retronym,2016-09-13T04:17:39Z
868,84983005,retronym,2016-09-13T04:14:23Z
869,84815412,retronym,2016-09-12T04:52:01Z
870,84788018,milessabin,2016-09-11T14:34:04Z
871,84769809,som-snytt,2016-09-10T22:25:21Z
872,84750777,adriaanm,2016-09-10T09:42:35Z
873,84747259,som-snytt,2016-09-10T06:59:17Z
874,84594304,lrytz,2016-09-09T05:05:27Z
875,84570769,SethTisue,2016-09-08T23:22:49Z
876,84510926,adriaanm,2016-09-08T16:30:21Z
877,84490213,dwijnand,2016-09-08T14:38:41Z
878,84489917,dwijnand,2016-09-08T14:37:05Z
879,84487463,retronym,2016-09-08T14:24:34Z
880,84415359,som-snytt,2016-09-08T05:06:09Z
881,84376970,SethTisue,2016-09-07T21:28:36Z
882,84269933,janekdb,2016-09-07T09:55:07Z
883,84224675,SethTisue,2016-09-07T01:49:14Z
884,84209697,SethTisue,2016-09-06T22:46:32Z
885,84185743,szeiger,2016-09-06T19:56:25Z
886,84061085,som-snytt,2016-09-06T05:07:11Z
887,84038651,lrytz,2016-09-05T20:50:50Z
888,84004679,milessabin,2016-09-05T13:46:04Z
889,83953207,lrytz,2016-09-05T05:57:54Z
890,83840690,adriaanm,2016-09-02T17:55:18Z
891,83589984,TimWSpence,2016-09-01T08:26:44Z
892,83461362,lrytz,2016-08-31T14:18:01Z
893,83385270,chrisokasaki,2016-08-31T04:01:32Z
894,83349372,SethTisue,2016-08-30T21:19:25Z
895,83344819,lrytz,2016-08-30T20:51:27Z
896,83211580,retronym,2016-08-30T05:46:21Z
897,83126140,adriaanm,2016-08-29T16:21:19Z
898,83126120,som-snytt,2016-08-29T16:21:11Z
899,83085009,szeiger,2016-08-29T11:39:49Z
900,83031966,retronym,2016-08-29T00:13:23Z
901,82985469,soc,2016-08-27T11:22:35Z
902,82974679,SethTisue,2016-08-27T02:12:47Z
903,82967000,SethTisue,2016-08-26T23:17:06Z
904,82965475,SethTisue,2016-08-26T22:56:39Z
905,82702529,Atry,2016-08-25T11:27:28Z
906,82634610,som-snytt,2016-08-24T23:25:38Z
907,82453887,SethTisue,2016-08-23T22:41:39Z
908,82340637,szeiger,2016-08-23T10:33:54Z
909,82110675,dsbos,2016-08-21T17:03:12Z
910,82095449,soc,2016-08-21T02:55:19Z
911,82001111,pfcoperez,2016-08-19T15:37:13Z
912,81932913,soc,2016-08-19T06:35:20Z
913,81930739,retronym,2016-08-19T06:05:42Z
914,81905661,andyscott,2016-08-18T23:34:03Z
915,81733499,som-snytt,2016-08-17T23:16:51Z
916,81733386,som-snytt,2016-08-17T23:15:45Z
917,81686632,som-snytt,2016-08-17T17:49:48Z
918,81475820,milessabin,2016-08-16T13:56:00Z
919,81346426,milessabin,2016-08-15T17:40:36Z
920,81338571,tomjridge,2016-08-15T16:40:51Z
921,81298266,milessabin,2016-08-15T11:06:05Z
922,81290044,ZizhengTai,2016-08-15T09:38:52Z
923,81289677,milessabin,2016-08-15T09:35:09Z
924,81282939,edmundnoble,2016-08-15T08:23:16Z
925,81236790,som-snytt,2016-08-14T07:59:10Z
926,81220553,andyscott,2016-08-13T16:57:23Z
927,81219247,diesalbla,2016-08-13T16:04:48Z
928,81219021,sakky11,2016-08-13T15:53:24Z
929,81213222,ghost,2016-08-13T10:55:22Z
930,81212894,ghost,2016-08-13T10:35:36Z
931,81212868,ghost,2016-08-13T10:34:20Z
932,81204008,retronym,2016-08-13T02:02:48Z
933,81200934,adriaanm,2016-08-13T00:34:53Z
934,81198946,som-snytt,2016-08-12T23:59:13Z
935,81034587,adriaanm,2016-08-11T21:30:39Z
936,80988348,szeiger,2016-08-11T16:28:06Z
937,80780688,lrytz,2016-08-10T11:53:38Z
938,80719561,jasonxh,2016-08-10T00:58:20Z
939,80596575,cvogt,2016-08-09T10:28:22Z
940,80546249,cvogt,2016-08-09T00:58:34Z
941,80502765,szeiger,2016-08-08T18:57:16Z
942,80384568,retronym,2016-08-08T01:26:44Z
943,80381957,retronym,2016-08-07T23:54:10Z
944,80363084,sakky11,2016-08-07T09:52:43Z
945,79993219,MasseGuillaume,2016-08-03T22:55:37Z
946,79820836,m0xb,2016-08-02T22:34:39Z
947,79792307,retronym,2016-08-02T19:17:04Z
948,79613506,szeiger,2016-08-01T18:30:11Z
949,79500734,retronym,2016-08-01T00:20:27Z
950,79487463,golem131,2016-07-31T15:10:04Z
951,79448428,adriaanm,2016-07-30T05:03:05Z
952,79407482,szeiger,2016-07-29T19:01:23Z
953,79364121,szeiger,2016-07-29T14:01:43Z
954,79336570,milessabin,2016-07-29T10:09:47Z
955,79277748,adriaanm,2016-07-28T22:13:26Z
956,79173428,retronym,2016-07-28T10:38:22Z
957,79077333,adriaanm,2016-07-27T18:51:19Z
958,79002262,szeiger,2016-07-27T10:41:10Z
959,78912131,adriaanm,2016-07-26T19:39:01Z
960,78905572,jodersky,2016-07-26T18:56:50Z
961,78817786,xuwei-k,2016-07-26T09:20:54Z
962,78806178,soc,2016-07-26T07:50:27Z
963,78614662,retronym,2016-07-25T00:28:23Z
964,78507452,milessabin,2016-07-22T16:52:20Z
965,78455260,mpociecha,2016-07-22T10:18:20Z
966,78422863,retronym,2016-07-22T04:25:03Z
967,78407871,retronym,2016-07-22T00:15:47Z
968,78406552,retronym,2016-07-21T23:57:33Z
969,78255063,varming,2016-07-21T04:04:58Z
970,78237326,adriaanm,2016-07-20T23:38:43Z
971,78169620,lrytz,2016-07-20T15:37:12Z
972,78124884,szeiger,2016-07-20T10:40:53Z
973,77969717,lrytz,2016-07-19T12:48:44Z
974,77954777,lrytz,2016-07-19T10:47:23Z
975,77880641,adriaanm,2016-07-18T21:14:39Z
976,77724321,soc,2016-07-17T02:01:11Z
977,77676065,ChristopherDavenport,2016-07-15T20:48:02Z
978,77653198,soc,2016-07-15T17:51:45Z
979,77649776,szeiger,2016-07-15T17:25:51Z
980,77647527,milessabin,2016-07-15T17:07:20Z
981,77595530,lrytz,2016-07-15T10:34:05Z
982,77590319,lrytz,2016-07-15T09:51:07Z
983,77495543,dwijnand,2016-07-14T17:40:25Z
984,77402052,retronym,2016-07-14T05:36:07Z
985,77389810,retronym,2016-07-14T02:04:40Z
986,77386177,retronym,2016-07-14T01:05:49Z
987,77350949,ChristopherDavenport,2016-07-13T19:54:42Z
988,77345935,som-snytt,2016-07-13T19:20:27Z
989,77300083,dwijnand,2016-07-13T14:35:50Z
990,77135609,mpociecha,2016-07-12T15:00:16Z
991,77090324,retronym,2016-07-12T09:46:12Z
992,76810866,som-snytt,2016-07-08T20:37:46Z
993,76756132,golem131,2016-07-08T13:52:35Z
994,76746451,golem131,2016-07-08T12:40:12Z
995,76716636,lrytz,2016-07-08T08:17:28Z
996,76660954,johnynek,2016-07-07T20:36:57Z
997,76544034,lrytz,2016-07-07T06:16:48Z
998,76517335,som-snytt,2016-07-06T23:15:11Z
999,76472338,szeiger,2016-07-06T17:43:40Z
1000,76435012,lrytz,2016-07-06T13:48:55Z
1001,76432256,retronym,2016-07-06T13:30:54Z
1002,76416286,lrytz,2016-07-06T11:20:27Z
1003,76355070,som-snytt,2016-07-05T22:45:20Z
1004,76289176,szeiger,2016-07-05T14:58:46Z
1005,76280900,szeiger,2016-07-05T14:11:11Z
1006,76257571,szeiger,2016-07-05T11:22:56Z
1007,76252228,szeiger,2016-07-05T10:38:18Z
1008,76174356,lrytz,2016-07-04T14:49:52Z
1009,75732166,adriaanm,2016-06-29T22:23:54Z
1010,75544664,som-snytt,2016-06-28T20:28:39Z
1011,75534331,adriaanm,2016-06-28T19:18:37Z
1012,75531248,adriaanm,2016-06-28T18:57:57Z
1013,75508165,adriaanm,2016-06-28T16:25:40Z
1014,75461217,dimatkach,2016-06-28T11:30:19Z
1015,75410698,dimatkach,2016-06-28T02:46:48Z
1016,75221460,som-snytt,2016-06-26T04:46:52Z
1017,75215995,mo,2016-06-25T22:29:37Z
1018,75182643,jodersky,2016-06-24T22:32:38Z
1019,75075231,dwijnand,2016-06-24T07:34:59Z
1020,75045071,retronym,2016-06-23T23:43:06Z
1021,74900816,som-snytt,2016-06-23T06:12:27Z
1022,74751942,szeiger,2016-06-22T09:34:02Z
1023,74731362,som-snytt,2016-06-22T06:41:50Z
1024,74643479,som-snytt,2016-06-21T16:27:11Z
1025,74572131,martijnhoekstra,2016-06-21T08:45:20Z
1026,74493507,hamishdickson,2016-06-20T18:51:20Z
1027,74362203,lrytz,2016-06-19T12:25:27Z
1028,74296319,som-snytt,2016-06-17T19:54:11Z
1029,74286074,som-snytt,2016-06-17T18:32:31Z
1030,74036257,som-snytt,2016-06-16T07:51:03Z
1031,73972530,markus1189,2016-06-15T19:49:25Z
1032,73964092,andyscott,2016-06-15T18:52:32Z
1033,73920694,gourlaysama,2016-06-15T14:23:16Z
1034,73847619,som-snytt,2016-06-15T03:37:21Z
1035,73753808,retronym,2016-06-14T14:47:35Z
1036,73729478,dpogretskiy,2016-06-14T12:19:48Z
1037,73714091,milessabin,2016-06-14T10:18:07Z
1038,73504472,Arneball,2016-06-12T19:17:32Z
1039,73498356,janekdb,2016-06-12T15:00:49Z
1040,73468382,dwijnand,2016-06-11T13:39:25Z
1041,73356909,FelAl,2016-06-10T11:08:16Z
1042,73168794,dwijnand,2016-06-09T07:34:45Z
1043,73165137,som-snytt,2016-06-09T06:52:56Z
1044,73158008,som-snytt,2016-06-09T05:08:09Z
1045,72829408,som-snytt,2016-06-07T07:44:59Z
1046,72815724,retronym,2016-06-07T04:54:05Z
1047,72655485,retronym,2016-06-06T04:38:44Z
1048,72652355,adriaanm,2016-06-06T03:27:39Z
1049,72642100,chaselal,2016-06-05T22:11:37Z
1050,72614578,som-snytt,2016-06-04T22:15:40Z
1051,72543949,som-snytt,2016-06-03T17:47:03Z
1052,72513461,erikerlandson,2016-06-03T14:13:21Z
1053,72495408,janekdb,2016-06-03T11:54:45Z
1054,72445700,zsxwing,2016-06-03T02:27:35Z
1055,72443978,adriaanm,2016-06-03T01:57:47Z
1056,72441093,erikerlandson,2016-06-03T01:09:58Z
1057,72295891,lrytz,2016-06-02T06:39:10Z
